word,domain
judgement,
judging,Sci
judgmental,Rel
misjudge,His
prejudge,
judged,Soc
cycle,
cyclical,
cycling,Med
cycle,Med
cyclic,Med
cyclist,Soc+Med
assumption,
German,
German,His
Germanic,Hum
illustrate,
illustration,
illustrative,
illustrated,Hum
illustrator,
justify,
justification,
justified,
justifiable,
justifiably,
unjustified,
unjustifiable,
unjustifiably,Law
justifying,Rel
manner,
mannered,Hum
constitute,
constituent,
constitutive,Rel
constituted,
constituent,
phenomenon,
relevant,
irrelevant,
relevancy,
irrelevancy,
relevantly,
acquire,
acquired,
acquirer,Fin
correspond,
correspondence,
corresponding,
correspondingly,
plan,
plan,
planning,
planner,
planned,
unplanned,
error,
household,
practical,
practically,
impractical,
practicality,
practical,
impracticality,
professional,Edu
professional,
professionalism,
professionally,
theoretical,
theoretically,
theoretician,Hum
theoretic,
summary,
summarize,
summarily,
summarization,Sci
summarized,
summarizing,Edu+Hum
depression,
depressed,
depressive,Soc
depressing,
depress,
antidepressant,Med
depressingly,
depressant,Med
sequence,
sequential,
sequencing,
sequentially,
sequence,
sequenced,Hum
consider,
consideration,
considering,
considering,
reconsider,
reconsideration,Law
considered,
considering,
unconsidered,
derive,
derivative,
derivation,
derivative,
derived,
arise,
radical,
radically,
radical,
radicalism,His
collection,
collect,
collective,
collector,Hum
collectively,
collective,
collected,
collecting,Hum
collectivist,Soc
collectivity,
collectivism,Soc
collectivization,Law
clinically,Med
genomic,Sci
candida,Med
pathogenesis,Med
clinical,Med
uncollected,
collect,Rel
collectable,Hum
recognition,
proportion,
proportional,
proportionate,
proportionately,
proportionality,Law
proportion,
proportionally,
proportion,
mode,
modish,Hum
resistance,
resist,
resistant,Med
resistive,
resistor,Sci
resistivity,Sci
resister,
resisting,Hum
furthermore,
diversity,
diverse,Edu
diversely,Hum
anxiety,
logic,
logical,
logically,
illogical,
logician,Hum
illogically,Law
polyethylenimine,Sci
whole,
whole,
wholly,
wholeness,Rel
wholistic,
character,Hum
characterize,
characterization,Hum
characterless,
interferon,Med
cooperation,
cooperative,Edu
cooperate,
cooperative,
cooperating,Edu+Hum
cooperatively,Edu
uncooperative,
dominate,
domination,
dominated,
dominating,
implement,Edu
implementation,
implement,
implemented,
universe,Sci
universal,
universally,
universality,
universalism,
universal,
universalistic,
universalize,Rel
universalist,Rel
universalized,
universalizing,
universalization,Law
significance,
insignificance,
resolution,
numerous,
extensive,
extensively,
extensiveness,Hum
biological,
biologically,
display,
display,
displayed,
publication,
wide,
widely,
width,Sci
widen,
wide,
widening,
widening,
widened,
wide,Med
permit,
permit,Law
permitted,Law
merely,
mere,
joint,
joint,Med
jointly,
joint,
comprehensive,
comp,Fin
comprehensively,
comprehensiveness,Edu
comprehensive,
alter,
alteration,
altered,
unaltered,
unalterable,
alterable,Edu
altering,
insight,
insightful,
automatic,Sci
spectrometry,Sci
sensor,Sci
document,
document,
documentation,
undocumented,
documented,
imply,
implied,Hum
absence,
interferons,Sci
explicitly,
explicit,
explicitness,Hum
conventional,
convention,Law
unconventional,
conventionally,
conventionality,Hum
unconventionally,Soc
conventionalism,Soc
index,
index,
indexing,
indexical,Hum
indexation,His
indexer,Fin
indexed,
nevertheless,
facilitate,
facilitator,Edu
facilitation,Edu
facilitative,Edu
facilitating,
placental,Med
facilitated,
monocytogenes,Sci
listeria,Sci
evolution,
evolutionary,Sci
evolutionist,
evolutionarily,Sci
evolutionism,Soc
intellectual,
intellectual,
intellectually,Edu
intellectualize,Hum+Rel
ingalanthus,Sci
government,
governor,
govern,
governmental,
governing,
nongovernmental,
intergovernmental,Law
governorship,His+Law
ungovernable,
signal,
signal,
signaling,
signaling,
passage,
discover,
discovery,
rediscover,
undiscovered,
discoverer,Sci
rediscovery,
discovered,
rediscovered,
introduce,
introduction,
introductory,Edu
reintroduce,
introduced,Sci
reintroduction,
intro,Rel
reintroduced,
boundary,
gain,
gain,
gainful,
gainer,Edu
gaining,
gainfully,
yield,
yield,Fin
listeria,Med
yielding,
unyielding,
haemolysis,Sci
decline,
decline,
declining,
ratio,
strong,
strongly,
strong,
crucial,
crucially,
settlement,
settle,
settler,His
resettlement,His
settled,
resettle,
settling,
settling,Law
settle,
resolve,
unresolved,
resolve,
resolved,Med
distinguish,
distinguished,
indistinguishable,
distinguishing,
distinguishable,
undistinguished,
independence,
formation,
transmission,
transmit,
transmitter,Sci
transmitted,
transmissible,
transmitting,
transmittal,Law
shape,
shape,
shaped,
shaping,
shaping,
shaper,
shapeless,Hum
misshapen,
shapely,Med
racial,
racism,
racist,
racially,
racist,
racialized,His
racialism,His
racialization,His
racialist,His
intraracial,Edu
interracially,Edu
detect,
detection,
detector,Sci
detective,Hum
detectable,
undetected,
undetectable,Med
detected,Sci
detecting,
poverty,
intention,
intent,
intentional,
intentionally,
intent,
unintentional,Med
intentionality,Rel
unintentionally,
intently,
mutual,
mutually,
mutuality,Rel
evolve,
evolving,
evolved,
shift,
shift,
shifting,
shifting,
shifted,Sci
progress,
progressive,
progress,
progression,Med
progressively,
progressive,
flexibility,
flexible,
inflexible,
flexibly,Edu
inflexibility,
inflexibly,
domain,
profession,
pro,
pro,
pro,
unprofessional,
pro,
apparent,
apparently,
coordinate,
coordination,
coordinator,Edu
coordinate,
coordinated,
coordinating,
uncoordinated,
ordinator,Rel
constraint,
constrain,
unconstrained,Soc
constrained,
constraining,
assign,
assignment,Edu
assigned,Edu
reassign,
reassignment,
unassigned,His
Asian,
Asian,
Asiatic,His
electronic,
electronics,Sci
electronically,
exception,
exceptional,Edu
exceptionally,
exceptionality,Edu
unexceptional,Hum
unexceptionable,Law
visible,
invisible,
visibility,
visibly,
invisibility,
invisibly,
norm,
norming,Edu
normativity,Law+Rel
normed,Edu
normlessness,Soc
adjustment,
adjust,
adjusted,Med
adjustable,Sci
readjustment,
readjust,
unadjusted,Med
adjuster,Med
adjusting,His
adjusting,Med
consumption,
symbol,
symbolic,Hum
symbolize,Hum
symbolism,Hum
symbolically,Hum
dominant,
dominant,
barrier,
motor,
motorized,
motor,
motorist,
motoring,
entry,
underlying,
underlie,
underly,
underlay,
underlay,His
bias,
biased,
bias,
unbiased,
biasing,Rel
discrimination,
discriminate,
discriminatory,Law
indiscriminate,
discriminating,
indiscriminately,
hence,
guide,
guide,
guidance,Edu
guiding,
guided,Edu
unguided,
guider,Sci
give,
given,
giver,
giving,Rel
given,
dialogue,
dialog,Sci
dialogic,Hum
manufacturer,
manufacturing,
manufacture,
manufacture,
manufactured,
manufacturable,Sci
herpesviruses,Med
cloned,Sci
enterprise,
scope,
scoped,His+Med
ethical,
ethically,
unethical,
unethically,
province,
provincial,
provincialism,Hum
provincial,Rel
provincially,Law
retain,
retainer,Hum
retained,
retaining,
capability,
capable,
incapable,
capably,
revision,
revise,
revised,
revisionist,Law
revisionism,
revisionary,Hum
Revisionist,Law
resident,
residential,
reside,
residence,
resident,
residency,
expansion,
expansionist,His
expansionism,His
expansionary,
strength,
strengthen,
strengthening,
strengthened,
simultaneously,
simultaneous,
simultaneity,Hum
possess,
possession,
possessor,
possessive,
possessed,
repossess,
possessing,
possessiveness,Hum+Rel
repossession,Hum
possessively,Rel
possessory,His
possessive,Hum
manifest,
manifestation,
manifest,
manifestly,
manifest,
incentive,
survive,
survival,
survivor,
surviving,
survivability,
survivalist,Rel
recommend,Med
recommendation,
recommended,Med
rational,
rationality,
irrational,
rationalize,
rationally,
rationalization,
rationalism,Rel
rationalist,Rel
irrationality,
rationalistic,Rel
irrationally,
rationalized,Hum
rationalist,Hum
member,
membership,
migration,
migrate,
migratory,Sci
migrating,Sci
transmigration,
utility,
reinforce,
reinforcement,Edu
reinforcer,Edu
reinforcing,
reinforced,
part,
part,
partly,
partial,
partially,
part,
part,
parting,
partial,Edu+Hum
parted,Hum+Med
persist,
persistent,
persistence,Edu
persistently,
exhibit,
exhibition,Hum
exhibit,
exhibitor,Sci
exhibitionism,Soc
exhibited,Hum
exhibitionist,Rel
exhibiting,Hum
virtue,
virtuous,
convert,
convert,
converter,Sci
convertible,
converted,
convertible,Fin
convertibility,His
unconverted,Rel
ongoing,
administration,
administrator,Edu
administrative,
administratively,
administrate,
consequently,
consequent,
detail,
detailed,
detail,
detailing,Hum
hierarchy,
hierarchical,
hierarchically,
hierarchic,
wealth,
wealthy,
trait,
manipulate,
manipulation,
manipulative,
manipulator,
manipulated,
instance,
principal,
principal,Edu
principally,
superior,
superiority,
superior,
motivation,Edu
motivate,
motive,
motivational,Soc
motivated,
motivator,Med
motivating,
unmotivated,Edu
innovation,
innovator,
innovate,
thereby,
exclude,
excluding,
excluded,
prominent,
prominently,
assembly,
stress,Med
stress,
stressor,Soc
stressful,Soc
stressed,Med
unstressed,Hum
guideline,
scheme,
schematic,
scheme,
schematically,
scheming,Hum
import,
import,
imported,
importer,
importation,
importing,Law
profile,
profile,
profiling,
profiled,Hum
profiling,
scenario,
input,
input,
undertake,
undertaking,
consensus,
demographic,
demographics,Edu
demography,
demographically,
demographer,
formula,
formulate,
formulation,
reformulate,
formulaic,Hum
reformulation,
reformulated,
formulated,Rel
contradiction,
contradictory,
contradict,
help,
help,
helpful,
helping,
helper,
helpless,
helplessness,
unhelpful,
helplessly,
helpfulness,Edu
helped,
helpfully,Rel
unhelpfully,Hum+Rel
mediate,
mediation,
mediator,
mediating,
mediated,
unmediated,Hum
intermediation,His+Law
equation,
parallel,
parallel,
parallel,Med
parallel,
unparalleled,
parallelism,Hum
evident,
evidently,
dynamics,
vital,
vitally,
vessel,
inherent,
inherently,
practitioner,
highlight,
highlight,
highlighting,Med
highlighted,
highlighter,Med
probably,
probability,
probable,
improbable,
probabilistic,
improbably,
improbability,
share,
share,Fin
shared,
sharing,
sharing,
unshared,
main,
mainly,
main,
main,
myth,
mythical,Hum
mythic,Hum
ethics,
exceed,
exceedingly,
format,
format,Sci
formatting,Sci
exploit,
exploitation,
exploit,Hum
exploitative,
exploited,
exploitable,
exploiter,
database,
obligation,
oblige,
obligate,
obligatory,
obliging,
obligated,
obliged,
obligingly,
myristoylation,Sci
profound,
profoundly,
inquiry,
inquire,
inquirer,Rel
inquiring,
receptor,Sci
successor,
succession,
successive,
successively,
fragment,
fragmentation,
fragmented,
fragment,
plants,Sci
fragmentary,Hum
output,
output,Sci
dynamic,
dynamically,
dynamical,Sci
etc,
interactor,Sci
etcetera,Rel
extension,
reanimationsmaßnahmen,Med
empirical,
nephropathy,Med
otitis,Med
radix,Sci
empirically,Edu
reproduce,
reproduction,
reproducible,Med
reproducibility,Med
reproduced,Hum+Rel
widespread,
ritual,
ritual,Hum
ritually,
ritualized,
ritualistic,Hum
ritualization,His
ritualistically,
nonetheless,
expect,
expectation,Edu
expected,
unexpected,
expectancy,
unexpectedly,
expectant,
expectantly,
expectedly,Edu
unexpectedness,Hum
specify,
ofaspergillus,Sci
specified,
unspecified,
specifiable,
endogenous,Med
fumigatus,Sci
botany,Sci
abstract,
abstraction,Hum
abstract,Med
abstract,
abstractly,
abstracted,
abstractness,Edu
abstractedly,Law
foster,
foster,
fostering,
circuit,
circuitry,Sci
circuitous,Hum
colonial,His
colony,
colonialism,His
colonization,His
postcolonial,Hum
colonist,
colonize,
colonized,His+Hum
colonialist,His+Hum
colonialist,His
colonial,
colonizing,His
neutral,
neutrality,
neutralize,
neutralization,His
neutrally,
neutral,
neutralizing,Med
neutralized,His
workshop,
great,
greatest,
greatly,
great,
greatness,
graph,
graph,
graphing,Edu+Sci
minimize,
minimization,
minimized,
composition,Hum
compose,
composer,Hum
compositional,Hum
composing,Hum
composed,Hum
autonomy,
intestine,Med
intestines,Med
intestinally,Med
cancer,Med
cancerous,Med
cancerousness,Med
vesicles,Med+Sci
vesicle,Med+Sci
vesicular,Med
membrane,Med+Sci
membranes,Med+Sci
membranous,Med
membranousness,Med
aim,
aim,
aimless,Hum
aimlessly,
aimlessness,Law
maximum,
maximum,
max,
comprise,
heritage,
spatial,
spatially,
allocation,
allocate,
allocated,Med
reallocate,
reallocation,
margin,
marginal,
marginalize,
marginally,
marginalization,
marginalized,
marginality,Soc
influenza-the,Med
informal,
sphingopeptides,Med
inhibitors,Med
hiv-1,Med
enfuvirtide‐resistant,Med
informally,
informality,
spectrum,
differentiate,
differentiation,
undifferentiated,
differentiated,Edu
differentiating,
entity,
prior,
prior,
prior,
prior,
parasite,Sci+Med
patient,Med
realm,
absolute,
absolutely,
absolutist,Rel
absolutism,
absolute,Rel
undermine,
undermining,
undermined,His
array,
array,
arrayed,
counterpart,
render,
rendering,Hum
accumulate,
accumulation,
ventilation,Med
accumulated,
accumulative,Hum
accumulating,
accumulator,Sci
quantity,
quantitative,Edu
quantitatively,
diminish,
diminishing,
diminished,
diminution,
undiminished,
indirect,
indirectly,
directness,Hum
parameter,
classify,
classified,Law
reclassify,
unclassified,
be,
being,Rel
well-being,
AM,
re,Law
m,Hum
certain,
certainly,
uncertainty,
uncertain,
certainty,
certain,
cert,Law
uncertainly,
civilization,
civilized,
civilizing,Hum
uncivilized,
civilize,
civilised,His
critique,
critique,
paradigm,
paradigmatic,Hum
diagram,
diagrammatic,Hum
diagram,
expertise,
inventory,
inventory,
occupation,
occupational,Edu
every,
everything,
everyone,
everyday,
everywhere,
everybody,
every,
everydayness,Law
everybody,His
advise,
advisory,
adviser,
advisor,
advisable,
advisory,Med
advisability,
inadvisable,
advisedly,Hum
stimulate,
stimulation,Med
stimulating,
stimulated,Med
stimulatory,Med
sensitive,
sensitivity,
insensitive,
insensitivity,
sensitively,
unprecedented,
precede,
precedent,Law
preceding,
precedence,
unprecedentedly,
label,
label,
labeled,
labeling,
labeling,
labelling,Med
unlabeled,
labelled,Rel
comparative,
comparatively,
ready,
readily,
readiness,Edu
ready,
ready,
ready,
unready,Edu
manual,
manual,
manually,Sci
minimal,
minimally,
minimalist,Hum
minimalism,Hum
minimalist,Hum
minimalistic,Hum
owner,
ownership,
owned,
net,
net,
net,Fin
netting,
netted,Hum
netter,Sci
weak,
weakness,
weaken,
weakly,
weakest,
weakening,
weakened,
weakling,
will,
willing,
will,
willingness,
unwilling,
unwillingness,
willingly,
unwillingly,
compliance,
articulate,
articulation,Hum
articulated,
articulate,
articulatory,Hum+Rel
advocate,
advocate,
aggression,
acquisition,
compatible,
incompatible,
compatibility,
incompatibility,
dependence,
interdependence,
inhabitant,
inhabit,
uninhabited,
inhabited,
uninhabitable,
inhabitable,
align,
alignment,
aligned,Edu
favor,
favor,
favorable,
favor,
favorably,
favored,
favourable,Med
favour,Med
unfavourable,Med
favourably,Med
favoured,
favoring,
integrity,
special,Edu
specialist,
specialized,
specialize,
specialty,
specialization,
specially,
special,
specialist,Edu+Med
speciality,
specialised,Med
likewise,
fulfill,
fulfil,
fulfillment,Rel
unfulfilled,
fulfilled,
fulfilling,
fulfilment,Rel
sphere,
spherical,Sci
stimulus,
linear,
nonlinear,Sci
linearly,
linearity,
infrastructure,
infrastructural,
municipal,
municipality,
municipally,
implicit,
implicitly,
inclusion,
forum,
convey,
conveyor,Sci
conveyance,
conveyer,
virtually,
virtual,
necessity,
attain,
attainment,Edu
attainable,
unattainable,
attained,Edu
obstacle,
transaction,
transact,
empower,
empowerment,
empowering,
empowered,Hum
dilemma,
designate,
designation,
designated,
geography,Soc
geographic,
geographical,Soc
geographer,Soc
geographically,
conversion,
clarify,
clarity,
clarification,
clarifying,
clarified,Hum
socioeconomic,
socioeconomically,Edu
classification,
reclassification,
random,
randomly,Edu
randomized,Med
randomize,Med
random,
randomization,Med
randomised,Med
randomness,
complementary,
complement,
complement,
complementarity,Rel
phosphorylation,Sci
vps33p,Sci
phatogenesis,Med
effector,Med+Sci
cytopathogenic,Sci
coronaphobia,Soc
director,
directive,
directory,
extracellular,Sci
redirect,
directed,
directorship,
misdirect,
undirected,Edu
misdirected,
x-ray,Med
directorial,Hum
directing,
misdirection,
redirected,Edu
directing,
exclusively,
exclusive,
optimization,Sci
exclusivity,
exclusiveness,
identical,
identically,
correct,
correct,
correctly,
correction,
incorrect,
corrective,
incorrectly,
correctness,
correctional,Edu
corrective,
corrected,
uncorrected,
correcting,Edu
vertical,
vertically,
vertical,Hum
viable,
viability,
nonviable,His
sum,
sum,
summed,
sociology,
sociological,
sociologist,
sociologically,
subjective,
subjectivity,Hum
subjectively,
subjectivism,Rel
print,
print,
printer,Sci
printed,
printing,
reprint,
reprint,Med
printable,Sci
misprint,Hum
reprinting,Hum
consistency,
short,
short,
shortage,
shorten,Med
shortened,
shortness,Med
short,Fin
shortening,Med
shortening,Med
shortish,Law+Rel
induce,
inducement,
induced,
recipient,
cultivate,
cultivation,
cultivated,
cultivator,Soc
uncultivated,
beneficial,
beneficially,
suit,Law
suit,
suitable,
suitability,
unsuitable,
suitably,
unsuited,
suited,
unsuitability,
extract,
extract,Med
extraction,
extractive,
extracted,
extractor,Med
excessive,
excess,Med
excess,
excessively,
pneumonia—back,Med
density,Med+Sci
homotypic,Med
vacuole,Med
model,Sci
conceive,
conceivable,
conceivably,
inconceivable,
conceiving,
inconceivably,
problem,
problematic,
unproblematic,Hum
problematical,
problematic,Hum
problematically,Hum
validity,Edu
valid,
validly,Edu
invalidity,
expand,
expanding,
expanded,
expandable,Sci
embody,
embodiment,Hum
analytical,
analytic,
analytically,
artifact,
predominantly,
predominant,
predominance,
suppress,
suppression,
suppressed,
suppressor,Med
situation,
situate,
situational,
situated,Soc
reject,
rejection,
rejected,
reject,
moral,Rel
morality,
morally,Rel
moral,
moralistic,
moralist,Rel
moralize,Hum
moralizing,Hum
moralizing,
fix,
fixed,
fix,
fixing,Law
fixer,
fixity,Hum
unfixed,Hum
fixedly,Hum
fixable,
patent,
patent,
patently,
patented,Sci
patent,
patentable,
patenting,Sci
patenting,Sci
less,
less,
lesser,
lessen,
lessening,Law
lessened,
matrix,
innovative,
innovatively,
know,
unknown,
known,
well-known,
knowing,Rel
knowingly,Law
unknowable,
unknown,
knowable,Rel
unknowingly,
unknowing,Rel
know,
knowing,Hum+Rel
decision,
decision-making,
decision-making,
voluntary,
voluntarily,
voluntariness,Law+Rel
voluntaristic,
expenditure,
stem,
stem,
stemmed,Med
uniform,
uniform,
uniformly,
uniformity,
uniformed,
monetary,
monetarist,Law
monetarism,Law
monetarily,
strike,
strike,His
striking,
strikingly,
striker,His
striking,
struck,Sci
collaboration,Edu
collaborative,Edu
collaborate,
collaborator,
collaborating,
collaborationist,His
map,
map,
mapping,
mapped,Sci
mapper,Sci
unmapped,
degradation,
degrade,
degraded,
degrading,
degrading,
outline,
outline,
outlined,
name,
name,
namely,
rename,
naming,
unnamed,Hum
named,
nameless,
renaming,
renamed,
misnamed,Law
validate,
validation,
invalidate,Law
validated,Edu
validating,
appreciate,
appreciation,
appreciative,
unappreciated,
appreciated,Fin
appreciatively,Rel
appreciating,
unappreciative,Rel
exclusion,
exclusionary,
embed,
embedded,
embedding,
dual,
duality,
dualism,Rel
dualistic,Rel
dualist,Rel
distortion,
distort,
distorted,
distorting,
undistorted,
conform,
conformity,
conformist,
nonconformity,Edu
conformance,
nonconformist,
nonconformist,
conformation,
verify,
verification,
verifiable,
verified,
verifier,Rel
supplement,Med
supplement,
supplemental,
supplementary,
supplementation,Med
tolerance,
synthesis,
synthesize,
synthesizer,Hum
synthesized,
synth,Rel
solely,
sole,
sole,Med
modem,
census,
consolidate,
consolidation,
consolidated,
unconsolidated,
accordingly,
preliminary,
preliminary,
commodity,
temporal,
temporality,Hum
temporally,Hum
replicate,
replication,
replicated,
premise,
premise,Law
originate,
originator,
originating,Hum
passive,
passivity,Rel
passively,
passive,Hum
stereotype,
stereotypical,
stereotyping,
stereotyped,
stereotypically,
stereotype,Soc
skill,Edu
skilled,
unskilled,
skillful,
skillfully,
skilful,His
compensation,
compensate,
compensatory,
compensating,
compensated,Soc
transportation,
transport,
transport,
transporter,
transportable,Sci
transported,Law
composite,
composite,
equivalent,
equivalent,
equivalently,
unified,
unify,
unification,His
reunification,His
unifying,
reunify,His
reunified,His
deem,
inference,
infer,
inferential,Edu
aid,
aid,
unaided,Med
aided,Med
differential,
differential,
differentially,Edu
integral,
integrally,
integral,Sci
frontier,
ability,Edu
able,
unable,
inability,
ably,
diffusion,
diffuse,
diffuse,
diffuser,Sci
diffused,
horizontal,
horizontally,
horizontal,Hum
applicable,
applicability,
inapplicable,Law
relevance,
irrelevance,
axis,
endeavor,
endeavor,
endeavour,His
substitute,
substitute,
substitution,
substitute,Edu
substituted,Soc
aspiration,
aspire,
aspiring,
aspirant,
aspirate,Med
aspirate,Med
aspirated,Med
rigorous,
rigor,
rigorously,
stance,
entail,
entailment,Hum
coercion,
coercive,
coerce,
coerced,Soc
encompass,
disposal,
dispose,
disposable,
disposed,
dispositive,Law
disposable,Med
indisposed,
governance,
pure,
purely,
purity,
impurity,
impure,
purist,
purism,Soc
purist,
pured,Med
recruit,
recruitment,
recruit,
recruiting,
recruiter,
rationale,
novel,Hum
novel,
novelist,Hum
novelistic,Hum
configuration,
configure,Sci
maximize,
maximization,
adult,
adulthood,
adult,
minimum,
minimum,
cue,
cue,
cueing,Edu+Soc
protein,Med+Sci
proteins,Med+Sci
proteolytic,Med
proteolytically,Med
proteolyticity,Med
proteolysis,Med
rna,Med+Sci
dna,Med+Sci
genetic,Med+Sci
genetically,Med+Sci
genetics,Med+Sci
geneticist,Med+Sci
geneticists,Med+Sci
attach,
attachment,
attached,
unattached,
invoke,
invocation,Hum
optimal,
optimally,Edu
scarce,
scarcity,
scarcely,
scarce,
advocacy,
absent,
absent,
absenteeism,Edu
absentee,
absently,
complete,Edu
complete,
completely,
completion,Edu
incomplete,
completed,
completeness,
incompleteness,Hum
incompletely,
uncompleted,Rel
proliferation,
nonproliferation,His+Law
proliferate,
proliferating,
proliferative,Med
contrary,
contrary,
contrary,
contrarily,Hum
contrariness,Hum+Rel
thesis,
antithesis,Hum
vendor,
prospect,
prospective,
prospect,
authentic,
authenticity,Hum
authentically,Rel
authenticate,Hum
authentication,Sci
inauthentic,
authenticated,
mark,
mark,
marker,
marked,
markedly,
marking,
unmarked,
inevitable,
inevitably,
inevitability,
ambiguous,
unambiguous,
unambiguously,
ambiguously,Hum
devise,
refine,
refined,
refinement,
refinery,
refiner,
refining,
unrefined,Med
refining,
erosion,
erosional,Soc+Sci
feasible,
feasibility,
infeasible,Law
unfeasible,
preserve,
preservation,
preserve,
preserving,
preservative,Med
preserved,
preservative,Med
local,
locally,
local,
localized,
localize,Med
localization,Med
localism,
localised,Med
invent,
invention,
inventor,
reinvent,
reinvention,Law
invented,Hum
inventing,
reinvented,Law
fraction,
fractional,Sci
fractionally,
strive,
striving,Rel
striving,
moderate,
moderate,
moderately,
moderate,
immoderate,Law+Hum
immoderately,His+Rel
disturbance,
disturb,
disturbing,
disturbed,
undisturbed,
disturbingly,
comment,
comment,
commentary,
prejudice,
prejudicial,
prejudiced,
prejudice,
unprejudiced,
elaborate,
elaborate,
elaboration,
elaborately,Hum
elaborated,Hum
analogy,
analogical,Edu+Hum
analogize,Law+Hum
restore,
restoration,
restored,
restoring,
restorative,
restorer,Soc
restorative,Med
couple,
couple,
coupling,Sci
coupled,Sci
uncoupled,
export,His
export,
exporter,Law
exporting,His
exported,His
within,
within,
imperative,
imperative,
usage,
reverse,
reversal,
reverse,
reverse,
irreversible,
reversible,
reversed,
irreversibly,
reversing,Fin
reverser,Sci
orient,
oriental,
orientalism,His
orientalist,His
Orientalist,
oriental,His+Rel
repeat,Med
repeatedly,
repetition,Hum+Med
repeated,
repeat,Med
repeating,
repeatable,
repeater,
repetitious,
unrepeatable,Hum+Rel
adhere,
adherence,Soc
adherent,
ironically,
irony,Hum
ironic,Hum
ironical,Hum
realize,
realization,
unrealized,
realized,
realizable,
enlightenment,
enlightened,
enlighten,
enlightening,
unenlightened,
policymaker,
operation,
operate,
operating,
operator,
operational,
operative,Med
op,
operationally,Edu
operative,His
marital,
premarital,Soc
monopoly,
monopolize,
monopolistic,
monopolist,Soc
monopolization,Law
monopolized,Soc
divergent,
divergence,
diverge,
diverging,
psychiatric,
psychiatrist,Rel
psychiatry,Rel
aggregate,
aggregate,
aggregation,
aggregate,
aggregated,
reproductive,
ground,
ground,
foreground,Hum
grounded,Med
grounding,
ground,Med
foreground,Hum
groundless,
foregrounded,Hum
foregrounding,Hum
ungrounded,Hum
exert,
exertion,Med
autonomous,
autonomously,
dominance,
dissatisfaction,
dissatisfied,
hostile,
hostility,
hostile,His
spontaneous,
spontaneously,
normative,
contingency,
contingent,
contingent,
coronavírus,Med
mature,
maturity,
mature,
maturation,
immature,
maturing,
immaturity,Edu
prematurity,Soc
maturational,Edu
maturely,Rel
matured,Edu
immunoglobulin,Med
disagree,
disagreement,
disagreeable,
disagreeably,
abundance,Sci
abundant,
abundantly,
warrant,
warrant,Law
unwarranted,
warranted,
neglect,
neglect,
neglected,
vulnerable,
vulnerability,
invulnerable,
invulnerability,
polar,Sci
bipolar,
polarization,
polarize,
polarity,
polarized,
polarizing,
ambiguity,
farmer,
farm,
farming,
farm,
farmed,Sci
farming,Soc
causal,
causality,Rel
causally,
academic,Edu
academy,
academic,
academically,Edu
academician,
static,
static,
statically,Med
disperse,
dispersal,Sci
dispersion,
dispersed,
think,
thought,
thinking,Edu
thinker,
thoughtful,
rethink,
unthinkable,
think,
rethinking,
thoughtfully,
thoughtless,
unthinking,
thoughtfulness,
unthinkingly,Hum
rethink,Med
thoughtlessly,Rel
thoughtlessness,Rel
pathway,
doubt,
doubt,
undoubtedly,
doubtful,
doubtless,
doubter,Rel
undoubted,
doubting,Rel
doubting,Hum
doubtfully,Hum
institution,Edu
institutional,Edu
institutionalize,
institutionalized,
institutionalization,
institutionally,
confine,
confinement,
confining,
confined,
unconfined,Med
subordinate,
subordinate,
subordination,
subordinate,
insubordination,
subordinated,
insubordinate,His
descendant,
descend,
descending,
proponent,
hemisphere,
hemispheric,Edu
hemispherical,Sci
elicit,
elicitation,Edu+Soc
endowment,
endow,
endowed,Edu+Rel
trajectory,
persuasive,
persuasion,
persuasively,
persuasiveness,
heightened,
heighten,
heightening,Hum
fertility,
fertilizer,Sci
fertile,
fertilization,Sci
infertility,Med
fertilize,Sci
infertile,
fertilized,Sci
fertilizing,Hum
fox,Sci
foxes,Sci
chemical,Sci
chemically,Sci
chemistry,Sci
quantum,Sci
demyelination,Med
demyelinated,Med
demyelinating,Med
underscore,
underscore,Hum
paragraph,
para,Hum
beta,
overview,
privatization,
privatize,
privatized,
disseminate,
dissemination,
disseminated,Med
coherent,
incoherent,
coherently,
cohere,Hum
incoherently,Law
disrupt,
disruption,
disruptive,Edu+Med
disrupted,
mobilize,
mobilization,His
mobilizing,His
mobilized,His
disposition,
complicated,
complication,Med
complicate,
uncomplicated,Med
complicating,
viewpoint,
arbitrary,
arbitrarily,
arbitrariness,Hum
antigen,Med
antibody,Med
antibodies,Med
antibiotic,Med
antibiotics,Med
lectin,Med
lectins,Med
antigenic,Med
harm,
harmful,
harm,
harmless,
unharmed,
harmlessly,
harmfulness,Soc+Med
applicant,
disadvantage,
disadvantaged,Edu
disadvantageous,
disadvantage,
pervasive,
pervasiveness,
pervasively,Law
plausible,
plausibility,Law
implausible,
plausibly,Law
implausibly,
implausibility,Hum
interfere,
interference,
interfering,Med
conversely,
converse,
converse,
converse,
satisfactory,
unsatisfactory,
satisfactorily,
destruction,
destructive,
destructiveness,Rel
indestructible,
destructively,
destruct,His
recreational,
recreation,
overlap,
overlap,
overlapping,
intermediate,
intermediate,Sci
intermediate,Med
simply,
simple,
simplify,
simplified,
simplification,
simplifying,
simple,Hum+Rel
empathy,
empathetic,
empathize,
prevalence,Med
prevalent,
age,
age,Med
aging,
aging,
aged,
underage,
ageing,Med
ageless,Med
ageism,Soc
activate,
activation,Med
activated,Med
inactivation,Med
reactivate,
